,1.0,1.25,1.75,2.0,2.25,2.5,3.0,4.0,4.75,5.0,5.25,5.5,6.0,6.25,6.5,7.0,7.25,7.2943449959316515,7.5,7.75,8.0,8.25,9.0,10.0
actual rating,1.0,1.25,1.75,2.0,2.25,2.5,3.0,4.0,4.75,5.0,5.25,5.5,6.0,6.25,6.5,7.0,7.25,7.2943449959316515,7.5,7.75,8.0,8.25,9.0,10.0
no of predictions,2.0,2.0,1.0,3.0,1.0,4.0,2.0,13.0,1.0,44.0,2.0,1.0,39.0,1.0,1.0,61.0,3.0,263.0,2.0,1.0,107.0,2.0,63.0,70.0
average,8.647172497965826,7.647172497965826,7.0,7.764781665310551,7.2943449959316515,7.539781665310551,8.147172497965826,7.272641922763973,7.2943449959316515,7.617221705606571,7.073586248982913,7.2943449959316515,7.609677626866398,7.0,9.0,7.424397719311283,8.666666666666666,7.4045954581033255,8.323586248982913,8.5,7.341947250524431,6.147172497965826,7.39776653500064,7.291422012254861
std,1.3528275020341742,0.35282750203417423,0.0,1.6665299267084352,0.0,0.945341780063422,0.8528275020341742,1.4658366458993868,0.0,1.1388331305142665,0.0735862489829131,0.0,1.2328856809115494,0.0,0.0,1.5199246985160852,0.4714045207910317,1.3409809628415092,0.3235862489829131,0.0,1.2774035169764417,1.1471724979658258,1.098885390051111,1.2657040277685065
mse,60.30938946390491,41.048303214922,27.5625,36.010029645315505,25.445416437980693,26.293070315133864,27.22069947204161,12.85886222709384,6.473691458322436,8.146790355455098,3.3308817435189466,3.2196739644249583,4.111069164630974,0.5625,6.25,2.4902845133158316,2.2291666666666665,1.8103851071124117,0.7830023700445767,0.5625,2.0647931662761394,5.7378882434004375,3.774701176831642,8.938401401606924
rmse,7.765912017522791,6.406894974550621,5.25,6.000835745570404,5.0443449959316515,5.127676892622415,5.217346018048028,3.5859255746729937,2.5443449959316515,2.854258284643332,1.8250703393346095,1.7943449959316515,2.027577166134738,0.75,2.5,1.578063532724786,1.4930394055974097,1.3455055210263582,0.884874211424752,0.75,1.436938817861129,2.3953889545124896,1.9428590213475712,2.9897159399526445
mae,7.647172497965826,6.397172497965826,5.25,5.764781665310551,5.0443449959316515,5.03978166531055,5.147172497965826,3.34956499968705,2.5443449959316515,2.628585341970208,1.823586248982913,1.7943449959316515,1.7635237807125521,0.75,2.5,1.0689862127139536,1.4166666666666667,0.8982912644373863,0.8235862489829131,0.75,1.0463677182088549,2.1028275020341742,1.6657255284914239,2.7085779877451386
