,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.013480193,0.038368843,-0.020852806,0.098858036,-0.0008487784,0.08220504,0.13281864,0.092380464,-0.21941845,0.096495844,-0.018766798,-0.15874997,0.050489854,0.018479746,0.038566727,-0.12874332,-0.20086347,0.1701924,0.22660923,-0.0020616974,0.035446975,0.15585212,-0.16661663,0.008818288,0.17694747,-0.010199196,-0.2017398,-0.113639854,0.15183961,0.021084504
1,0.06972966,-0.23378024,0.2557621,-0.03584942,-0.09276199,0.12531061,0.0471034,0.18112549,-0.2169129,0.08160031,-0.3159916,-0.1323014,-0.06684828,0.14835383,-0.066047676,-0.04672848,-0.14898913,-0.263069,0.15718436,-0.2257754,0.123402,-0.0015421124,-0.16523248,-0.081645526,0.1473174,0.13121128,-0.20815846,-0.08830261,0.01408296,0.030826632
2,-0.046851605,-0.1766991,0.26717085,0.14384495,-0.0945412,0.18782732,0.2234349,0.05847552,0.07912677,0.008107079,-0.17677078,-0.0020300082,-0.08770367,0.19018452,-0.08808223,-0.07727817,0.046728805,-0.293901,0.030139152,-0.21507213,-0.039544076,0.05763529,-0.04523726,-0.04864901,0.13057803,0.07900925,-0.067324795,0.01856753,0.22862892,0.13741453
3,0.07462195,0.01741031,0.023839843,0.10169529,-0.029138932,0.051383913,-0.049565546,0.016462762,-0.045064483,0.0920063,-0.0033033793,-0.004400336,-0.051108032,0.042211212,-0.033942234,0.08205763,-0.08204791,-0.017845467,0.08499791,0.016170437,0.004105367,0.035782635,-0.09070138,-0.022642985,0.02663584,-0.00889377,0.019579308,-0.02955989,0.025415754,-0.0069745746
4,-0.011164157,-0.13909961,0.09436698,0.21343821,-0.02812402,0.109157816,0.11114322,-0.06349498,-0.18110411,0.07823121,-0.24370492,-0.04564747,-0.113926485,0.033618882,0.10845672,-0.08024972,-0.049998235,-0.104587436,0.15114486,-0.046633516,0.12956803,0.15646233,-0.2039594,-0.008752658,0.11197738,0.2013966,-0.06987761,-0.1729745,0.17191015,0.09622833
5,0.040127695,0.08105878,0.060234215,-0.0006050544,0.06715422,0.0761073,-0.08818589,0.09514607,-0.06686672,-0.004760422,0.0042538266,-0.1337741,0.03684282,0.108521044,-0.0054282895,0.025745612,0.003026046,-0.061913583,0.053083844,0.050432228,-0.08919453,-0.043324817,-0.14291914,0.017339442,-0.09743811,0.015453754,-0.0691673,-0.06766604,-0.09931063,0.09811017
6,-0.09226893,-0.11566043,0.12206678,-0.022587849,-0.16284452,0.1046687,0.11064953,0.10677075,0.042673096,-0.078859314,-0.19896209,0.11774651,-0.16286461,0.006821318,0.047640417,0.01977004,-0.070870385,-0.25124714,0.14366378,-0.1564788,-0.008332331,-0.056625534,-0.100077026,-0.124912985,0.12060743,0.12952955,0.05704033,-0.01807273,0.32421508,0.09427978
7,-0.0034787375,-0.00048159913,-0.0040509114,0.07383337,0.060987312,-0.01919552,0.05806627,-0.045554765,-0.05454649,0.019326748,-0.01265807,-0.06048617,0.024796963,-0.021077743,0.058838636,0.033256866,-0.051617656,0.017885836,0.09609877,0.05683341,0.034549754,0.02776235,0.017227104,0.11077368,-0.020995177,-0.0065787556,0.030848889,-0.08873885,-0.014821408,-0.03159392
8,0.020316767,-0.03711379,0.12250567,0.07892874,-0.09597271,0.15630956,0.092559844,0.10821141,-0.15073417,-0.0042298385,-0.1468634,-0.107160464,-0.066523,0.15182915,0.024846429,-0.023820708,-0.1161946,-0.07308134,0.12487154,-0.04348131,0.007890678,0.033570882,-0.067966186,0.057868574,0.045911375,0.13691212,-0.10580083,-0.12096246,0.08943295,0.19278091
9,0.091814294,0.00740694,0.21090499,0.13582551,-0.08149668,0.16556534,0.008653924,-0.042977788,-0.052669868,0.2931716,-0.10983584,-0.089350544,-0.14952609,0.2861937,0.038699124,0.012628826,-0.101236835,-0.2528861,0.0764645,-0.071648836,-0.052983556,0.024858145,-0.19360173,-0.07760267,-0.02583664,0.08125028,-0.13109419,-0.21099141,0.24726623,-0.0013872962
10,-0.047323033,0.12416296,0.061183,0.18503591,-0.10447404,0.09294192,0.15220587,-0.045704857,-0.14949778,0.17526516,0.053048257,0.004329335,-0.09844822,0.10282713,0.07022314,-0.15707216,0.056349885,-0.1423174,0.22139236,-0.21714249,-0.044971608,0.2291345,-0.21966118,0.047849085,0.076105006,0.09337978,-0.18971883,-0.09473841,0.17260574,0.16324459
11,0.01696342,-0.08749365,0.10335745,0.06002841,0.014459049,0.13257809,0.042889345,0.035818897,-0.10627975,-0.0033915816,-0.044574562,-0.11040725,-0.07647589,-0.0043343073,0.01842582,-0.08083771,0.06546004,-0.13534193,0.033880923,0.036438003,0.018289361,0.09885185,-0.16972597,-0.10709728,0.127274,0.15218356,-0.13479318,0.0012709408,0.1257854,0.090452395
12,0.09143936,-0.07247816,0.018803561,0.037878986,0.092602484,0.10497256,0.078197405,0.04243247,-0.085690804,-0.036033742,-0.086051695,-0.04371636,-0.04010075,0.02502093,0.01108774,0.046316404,0.029199354,-0.02908698,0.014388407,0.022250952,-0.062330775,0.07594079,-0.096932195,-0.046386167,0.072541125,0.06867672,-0.00047865816,-0.039061844,0.07702537,0.110558435
13,-0.009692397,0.05032286,-0.051430088,0.0394569,0.052699152,0.02771266,0.08399437,-0.097379066,0.029218752,0.029129721,-0.082491644,0.022583695,-0.09795117,-0.0784759,0.021315664,-0.08324363,0.050503053,-0.07325635,-0.080828816,0.027634913,-0.033713706,-0.07081299,-0.090688735,0.06451082,0.023088198,0.025822923,0.027576696,0.11983745,0.016720364,-0.024849018
14,-0.12622757,-0.11916048,0.17536573,0.041165438,-0.058252826,0.12220235,0.16396603,0.016731855,-0.18184662,0.18093395,-0.13693476,-0.059197605,-0.1627496,0.15635163,-0.015843159,0.023103883,-0.14509057,-0.17900367,0.14923067,0.018710397,-0.040583838,0.17227598,-0.14500971,0.0002603015,0.044327144,0.13414764,-0.13546453,-0.13476054,-0.052240036,0.06772901
15,0.15617304,-0.04553086,0.1324917,0.010513937,-0.03847496,-0.026791157,0.2044853,0.2173332,0.16559152,-0.022331908,-0.10360053,-0.0073700384,0.006112237,0.02235369,0.21531992,-0.085132115,0.18497062,-0.14570029,-0.040779635,-0.06780794,-0.057274327,-0.052807864,-0.0019940475,-0.19229446,-0.051084507,0.13553263,-0.06330862,-0.045176405,0.05260515,0.1356403
16,-0.08066145,-0.05356508,0.15082006,0.03292329,-0.0956649,0.07552271,0.11825005,0.18890575,0.0958043,0.03818373,-0.18329832,-0.12313363,0.050173137,0.17345694,-0.029666713,0.0046935882,-0.014810042,-0.08851612,0.1140865,-0.04596981,0.026735343,0.20186001,0.07942039,0.049209163,-0.10697248,0.08499123,-0.08089297,-0.16693665,-0.13514625,0.099912286
17,-0.07316021,-0.18032208,0.1861012,0.22562484,0.068898216,0.13899583,0.15146169,0.13101698,-0.111250244,0.09526414,-0.113588095,-0.094823666,-0.087031394,0.016712483,-0.049680118,-0.06724287,-0.004955135,-0.12222351,0.029935118,-0.03590846,-0.015689744,0.07110021,-0.22854643,0.08565021,-0.01918007,0.11798283,-0.112766325,-0.13403206,0.04527571,0.05174366
18,0.19645295,0.032531574,0.11711406,-0.019026136,0.12755795,0.1812716,-0.0032143844,0.11795125,-0.07755172,-0.04753284,-0.17296626,-0.06968867,-0.20827152,0.14838639,-0.07241534,0.065976076,0.026197348,-0.21052513,-0.030456685,-0.14475259,0.054596696,-0.17442872,0.018149026,-0.22545063,-0.09585751,0.12428,-0.11556682,-0.03474872,0.1377498,0.005594464
19,0.035685748,-0.07926668,0.0649123,0.10032378,-0.006631832,0.13776483,0.11161018,0.13487062,-0.08724346,0.07830211,-0.0754728,-0.12256655,-0.0054922365,0.0781777,0.024035102,-0.030651757,-0.037256226,-0.08886383,0.14708455,-0.017080681,-0.0632884,0.011352565,-0.08353355,-0.023380904,0.014666794,0.08163677,-0.15120372,-0.03951501,-0.007449945,0.07549551
