,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-0.033101466,-0.040739194,-0.2286394,0.2362648,-0.38186425,0.10586691,0.06082265,0.26476973,0.09040976,-0.13158129,0.46692634,0.2998122,-0.05450713,0.28151157,0.26577255,0.1849457,0.43326762,0.0027947798,0.06284909,-0.30986866
1,-0.07869432,-0.077348866,-0.004544737,0.028994273,-0.018342111,0.035419557,-4.7098776e-05,0.017411469,0.009892641,-0.045904838,0.039460897,0.034877952,0.07463065,0.043563142,-0.032343917,-0.008722265,0.012598173,-0.030614931,0.032331012,0.00079220213
2,0.010321769,-0.043990795,0.09826282,-0.069440976,0.02474983,-0.0975983,-0.16399352,-0.14971992,-0.118062146,-0.012978673,-0.120652825,-0.15228134,0.09379567,-0.08390905,-0.22981007,-0.062666476,-0.18740158,-0.025681086,0.014993624,-0.054840017
3,0.0011598462,0.24923542,0.11513651,-0.07971009,0.0578695,-0.116606,0.0040545617,-0.091432154,-0.159128,0.110259734,-0.15590055,-0.14944929,-0.21981342,-0.14987783,-0.106019065,0.019207695,-0.0053421534,0.07665582,0.054317225,0.20396386
4,0.017441485,0.112879366,0.025690129,-0.13264056,0.1315303,-0.09995866,-0.0027449175,0.044671908,0.014380557,0.15160717,0.052355073,-0.09740455,-0.15992016,-0.0746257,-0.03883007,-0.03729884,0.11884331,0.10291813,0.11420698,0.10398882
5,-0.062089473,-0.067268945,0.00952246,0.07938428,-0.06259035,-0.0937174,-0.07096294,-0.010122955,0.03306152,-0.034700397,0.09619111,-0.033549458,-0.112410374,0.1764131,0.058410082,0.107413046,0.1404827,-0.051902983,0.132601,-0.01771193
6,0.043924615,-0.008654423,0.25655934,-0.06371216,0.12386623,0.10278521,0.0014992846,-0.011970854,-0.12564678,0.046167735,-0.114013016,-0.066787645,-0.12273823,-0.15728207,-0.011026964,-0.023155445,0.04579726,0.12777233,0.031369306,0.15523566
7,0.03410167,0.06277599,-0.09010704,0.027924404,0.06779339,0.06252493,0.14595304,0.041904505,0.16605185,0.122905426,0.1190973,0.03697818,-0.031313576,0.0048970156,0.024302635,0.017189538,0.07438253,0.038388573,0.104864456,-0.04345647
8,0.0029462064,0.027655838,0.06882389,-0.03823262,0.02962572,0.07497312,-0.0042223833,-0.047018293,0.02378869,0.08331583,-0.13008909,-0.02167697,-0.018833103,0.010092888,-0.027461052,-0.027113238,0.00029671122,0.0063086366,0.04055686,-0.013231462
9,0.15266828,0.09664923,0.17295353,-0.11115352,0.056416694,-0.15722692,-0.119101204,-0.10532327,-0.2624235,0.12379635,-0.14932723,-0.07173295,-0.060573112,-0.12455156,-0.16237196,-0.019569457,-0.094606936,-0.039493583,-0.01210983,0.20124528
10,0.03348463,0.117424004,-0.15747058,0.13370836,-0.13312325,0.019441966,0.00652087,0.18482892,0.03792824,-0.0018854907,0.113700554,0.14516799,-0.038759526,0.17877142,0.09396884,0.09043087,0.20486644,-0.09060454,0.19056988,-0.22962314
11,0.08819197,0.06980643,-0.039447114,-0.037286278,-3.98977e-05,-0.0745166,-0.09463972,0.004085343,-0.019256206,0.036095284,0.053770155,-0.09902896,-0.096222386,-0.029691046,-0.08827367,0.011426461,-0.035367504,0.0029917608,0.07209782,0.05512517
12,-0.08820274,0.13093325,0.14289138,-0.12625591,0.11983118,-0.025480004,-0.10658996,-0.25073686,-0.21069871,0.14150713,-0.15098855,-0.1212585,-0.019586798,-0.061163723,0.17502484,-0.043061066,-0.20361422,-0.011856053,0.11895299,0.16924676
13,0.03195325,0.041280713,0.16284843,-0.045131274,0.08180244,-0.0068391683,0.027876077,-0.106549956,0.0113919545,0.04341993,-0.055613738,-0.15192254,-0.05497782,-0.06677731,-0.14775534,0.04516276,-0.17692223,0.06691366,-0.05599323,0.15968303
14,0.019564584,-0.012895,-0.15507874,0.14502308,-0.2098734,0.067490876,-0.058751184,0.112996474,0.1272215,-0.010298237,0.11348684,0.18330672,0.020244142,0.16910537,0.27142575,0.011862962,0.23354009,0.16786982,0.029638099,-0.12052159
15,0.22697999,0.08717356,-0.08578041,-0.07654142,0.11958943,-0.016605318,0.019457353,0.13265425,0.058994334,0.12771481,0.08385231,-0.039435953,-0.15090501,0.032283474,0.06513739,-0.20473832,0.08468247,0.22093275,0.11417228,0.040613588
16,0.20527454,0.07892732,0.012296216,-0.42580107,0.627516,-0.058254108,-0.12589759,-0.19110765,-0.18650264,0.43463242,-0.1058276,-0.3514927,0.14701863,-0.22707412,-0.33888152,-0.24406552,-0.27631947,0.30312404,-0.15564679,0.47433627
17,-0.06484003,0.19476452,-0.08415365,0.24083401,-0.07686247,0.22192247,0.11387496,0.013357408,0.031998113,-0.09411577,0.019292068,0.16398238,-0.07521575,0.20925793,0.3161373,0.16598353,0.16920902,-0.079735965,0.12114612,-0.05840016
18,0.041625023,-0.0764403,0.04302666,-0.089234695,-0.052141156,-0.16978627,-0.12041068,-0.18955418,-0.20627673,-0.096415594,-0.061964966,-0.06735134,-0.18980011,-0.14093448,-0.31661275,0.032532565,-0.09981318,-0.24258249,-0.051557947,0.09187003
19,-0.14472114,0.23942183,0.32370675,-0.18352766,0.26127142,-0.0958191,-0.17478836,-0.4333737,-0.19538099,0.09790998,-0.37117285,-0.23594017,-0.15381204,-0.3514343,-0.016035562,0.2908648,-0.35830793,-0.09845909,-0.014350279,0.39333948
20,-0.08993249,0.009378288,0.023166694,-0.077606216,0.08527568,-0.061141547,-0.008557585,-0.032324392,-0.09550712,0.10590188,-0.08208554,-0.11002809,-0.09316292,0.0014778539,-0.11434272,-0.1442508,-0.123651676,-0.06675955,-0.022495426,0.11106981
21,-0.09008089,0.1643431,-0.104288384,-0.0004049006,-0.11104695,-0.055333067,-0.006193829,-0.006102756,0.0678609,0.03154036,0.093973786,0.05059736,-0.05578083,0.024905777,-0.02345267,0.040688496,0.032262396,0.024777295,0.029290857,-0.011837588
22,0.014645906,-0.09685769,-0.11497312,0.1724681,-0.16378205,0.07484495,0.12338567,0.17026585,0.10281634,-0.00048045357,0.10197045,0.17810006,0.14899668,0.19720729,0.07234996,-0.105626866,0.22164914,0.03626642,0.016057592,-0.17310499
23,-0.044823404,0.08294214,-0.016673561,0.004486144,-0.1140133,-0.12373166,0.022465233,-0.1077172,-0.12646782,-0.0057807104,0.003345145,0.07091203,-0.009364744,-0.00063214917,0.015560223,-0.065339595,0.0207357,-0.16249822,0.06842834,-0.015497955
24,0.05034355,0.19265412,0.30968738,-0.31111693,0.22470802,-0.25223684,-0.09403812,-0.3341059,-0.050847083,0.10070585,-0.3703176,-0.26718754,-0.049403343,-0.39913848,-0.16767865,-0.024237346,-0.38265777,0.055391245,-0.23937531,0.28819877
25,0.066562556,0.018338958,-0.11796886,0.16046506,-0.10046172,0.046247322,0.029609986,0.21894549,0.045248073,0.025149494,0.14686407,-0.042468086,-0.17434481,0.19090171,0.13140099,0.039754923,0.18546622,-0.047618616,0.13640249,-0.1203352
26,-0.008805742,-0.024615457,-0.20373106,0.18397862,-0.17370497,0.064485595,0.16065912,0.19729187,0.07821317,-0.01883921,0.15719298,0.13943435,0.019030761,0.28200203,0.06733704,-0.15201108,0.21697053,0.03131233,-0.05153857,-0.23535918
27,-0.039210107,0.056218013,-0.03571351,-0.022532327,-0.076886795,-0.08171642,0.119050235,0.011854249,-0.07927504,-0.16366522,0.11990094,0.0687644,0.056607842,0.0015863231,0.097820394,0.09013216,0.08578169,-0.061338335,0.030752497,-0.039456293
28,0.05503957,0.19350836,-0.16071025,0.081087634,-0.07252213,0.13974984,0.035142526,0.13607751,0.09703278,0.03768933,0.15166347,0.1896442,0.027662147,0.07259595,0.24648029,0.044326223,0.2741676,0.07465545,0.099870384,-0.12267609
29,0.124156356,0.08836017,-0.054446753,-0.014712036,-0.020386754,0.019599535,-0.022024726,0.14190337,0.09236208,0.11736241,0.20796452,0.06793789,-0.15927264,0.055487704,0.08591788,-0.020153102,0.19852042,0.05218514,0.19517906,-0.04042459
30,0.0020858229,-0.048074357,0.14155732,0.025493793,0.07398263,-0.06253276,-0.10380119,0.006461841,-0.14252818,-0.031221734,0.010726529,-0.059333336,0.07549854,-0.032047693,-0.2626722,-0.0023708472,-0.1286788,0.07191357,-0.003453563,0.09700428
31,0.061582744,-0.011777139,-0.12169325,0.06329742,-0.07529622,-0.0106669525,0.06093249,0.095973514,0.08399122,-0.042482585,0.13458095,0.1432577,0.049634874,0.051562235,0.08926987,0.008446563,0.09595475,-0.026010726,0.054787878,-0.07656374
32,0.14549492,-0.077526905,0.1313618,-0.10286804,0.21976326,0.00069138204,0.013372121,-0.104885004,-0.16343643,0.120538294,-0.197109,-0.19289048,0.12597074,-0.10085712,-0.19231953,-0.12894085,-0.31944993,0.040856965,-0.09749084,0.16800742
33,-0.038444947,0.080155,-0.014366231,0.08929195,-0.09314849,0.020164981,0.02559202,0.0808277,0.09716164,-0.019355554,0.056292325,0.083184585,0.008163009,0.14509556,0.043129776,0.11878637,0.053556543,0.04388836,0.066922635,-0.10408543
34,0.010620084,0.06751025,-0.0059259553,-0.21175142,0.21225235,-0.04890741,0.051626932,-0.046968635,-0.057924975,0.23781165,-0.10311618,-0.182082,-0.07917634,-0.085222796,-0.13068643,-0.012259664,0.04489202,0.108461395,0.09103994,0.15875107
35,-0.022548785,0.05892197,-0.09980223,0.019228043,-0.019161131,0.08104627,0.036907934,0.027234737,0.12109461,0.07308806,0.06646131,0.17033732,0.048616048,0.063404284,0.011204701,-0.07260279,0.10815619,0.08571626,0.21039842,-0.14164537
36,-0.005041983,0.061150763,-0.10843481,0.059674203,0.05244477,0.12557617,-0.0492667,0.11394737,0.12317338,0.046386383,0.09431293,0.10829154,0.02592543,0.109489866,0.2095846,0.038513344,0.15136704,0.1572029,0.1023946,-0.059319805
37,0.009873181,0.0773998,0.16967031,-0.3048213,0.1445263,-0.04749339,-0.10918756,-0.29369545,-0.07444771,0.12273684,-0.04099065,-0.11475923,-0.10214694,-0.20037499,-0.03094085,0.06104093,-0.31061992,-0.077714324,0.098363906,0.35326222
38,0.059214983,-0.026298217,-0.19337206,0.1379455,-0.14029878,0.056901567,-0.04713375,0.12187934,0.10046521,0.02829067,0.19897957,0.1052968,0.0039522117,0.087924615,0.14989005,0.2789703,0.2425065,0.16147509,0.08759609,-0.046779677
39,-0.11371712,-0.004029418,0.11774682,0.2293296,-0.3252113,-0.0084698,0.040174074,0.30531305,0.011458899,-0.23664708,0.2696245,0.22840603,0.11478806,0.26759213,0.1288049,0.12840305,0.24326228,-0.2073972,0.10829989,-0.27118698
40,-0.02806579,0.08997581,-0.122684605,0.008196693,-0.035662577,-0.029996084,0.0023663219,0.009109524,0.045155916,0.01231583,0.027620522,0.04391326,-0.062092133,0.016411956,0.054484397,-0.016688762,0.036078155,0.03782219,0.08999504,-0.07518897
41,-0.04080961,-0.06036418,-0.34712687,0.14266309,-0.29406828,-0.09203661,0.19945556,0.30800918,0.11467564,-0.045071308,0.30923542,0.20796642,0.17942563,0.33636773,-0.0020483574,0.056535944,0.27598336,0.07481561,0.053463027,-0.3868149
42,0.043678775,-0.0129748825,-0.0535967,-0.033553243,-0.15130356,0.040808942,0.024947912,0.16883916,0.10111449,0.072383314,0.10979225,0.010204637,-0.018817572,0.1147486,0.08519352,0.040830992,0.13229494,0.017750481,0.078814134,-0.095750235
43,-0.1369006,0.051828537,0.16552107,-0.116523296,0.21655782,-0.09236993,-0.029139742,-0.19957432,-0.14467466,-0.038100168,-0.21519239,-0.09783321,-0.021834858,-0.24448436,-0.102688394,-0.009365281,-0.1747243,-0.07467048,-0.048357654,0.18823978
44,0.036837064,0.26157677,0.45078835,-0.35033268,0.40285853,-0.24896841,-0.21962641,-0.50137967,-0.3234105,0.29348168,-0.42371884,-0.32955095,-0.11397481,-0.5657728,-0.11126211,0.101312235,-0.47340268,0.111376844,-0.1553791,0.473172
45,0.0050412524,0.04779476,-0.09898467,0.14013125,-0.15487646,0.19208124,0.08555412,0.2536417,0.21733592,-0.09707155,0.15481375,0.20233347,-0.12217088,0.14510119,0.27693856,0.16205388,0.28871197,0.23154542,0.02888487,-0.11960521
