,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-0.12522982,-0.31882626,0.12174361,0.119421326,-0.17310219,0.13410155,-0.11766588,0.024130285,-0.0824177,-0.3503859,0.003394608,-0.0083296625,0.3119199,0.06736619,-0.011181541,0.07884527,-0.09245177,-0.17852747,-0.120461404,-0.06744466
1,-0.1988906,-0.20327803,-0.098982915,0.27889004,-0.38052413,0.16810021,-0.11306217,0.24701759,0.21141659,-0.30316895,0.14744464,0.12503155,0.073627226,0.37709442,0.19016628,0.061558895,0.2581058,-0.10130698,0.0858767,-0.33015856
2,0.028458826,0.0152290575,-0.124275245,0.088020355,-0.11900958,0.012098756,0.059710994,0.16168495,0.05991312,0.07743352,0.17043641,0.053871166,-0.09275665,0.2700573,0.13026556,0.2036757,0.24799258,0.08906935,0.115340866,-0.10056674
3,0.11158414,0.047404204,-0.061514486,-0.026501749,-0.01937685,0.013829186,0.03205523,0.00019884069,-0.011561418,0.025747878,0.012778194,0.018294401,0.0049506207,-0.03732338,-0.0064376723,0.0009888049,0.013795577,0.024839472,-0.0049792863,0.00930761
4,-0.061269585,-0.06015475,-0.03002656,0.20146093,-0.20081072,-0.048891246,-0.005378127,0.092811905,0.17608896,-0.048453663,0.13646826,0.15891656,-0.018263804,0.08111315,0.22394525,0.13005747,0.07255329,-0.17765452,0.07913326,-0.20693532
5,0.00024715002,-0.22282,0.06629891,0.18895395,-0.053311624,0.10782641,0.06143452,0.09800053,0.059327293,-0.17138317,-0.0514501,0.17308107,0.15298684,0.17792962,0.15694568,0.01752916,0.030408276,-0.1137357,0.02115327,-0.32719877
6,0.004399794,0.07366669,0.0025788976,-0.040027685,-0.06607326,0.033788763,0.1719887,0.043040846,0.002348719,-0.035594035,0.056719124,0.012716047,-0.007087562,0.07310695,0.20777543,0.17264776,0.095328495,0.05136944,0.07832906,0.0707963
7,-0.05096824,-0.0280488,0.11529564,-0.0089695295,-0.02589717,-0.05710323,-0.026389705,0.0012461666,-0.005823986,-0.014995519,0.023087252,-0.012881102,0.01927158,-0.06741953,-0.058289733,-0.03632852,-0.059812482,-0.03453014,-0.100732826,0.017017992
8,-0.065678984,-0.032832406,0.041718382,0.064300254,0.029891223,0.00832753,-0.001093775,-0.0651058,-0.06019809,-0.018808763,-0.012387472,0.05115073,-0.061037175,0.04588515,0.035644338,0.010374136,0.09643344,-0.09910765,0.04923982,-0.028607998
9,-0.0389174,0.010970985,-0.075781524,0.12656522,-0.18449189,-0.029538495,-0.07634862,0.108279265,-0.28616834,-0.09496699,0.059531163,0.068988,0.04789724,0.109939545,-0.1205725,-0.05289015,0.19333236,-0.0052441023,0.15677114,-0.13227294
10,-0.018060734,-0.12300384,-0.05632136,0.0011240517,-0.17103446,-0.04857121,0.016267536,-0.031219253,0.02852621,-0.2336263,-0.037890293,0.12085841,0.10281074,0.053252093,0.0675518,0.07734623,0.026011672,-0.03433384,0.0013087923,-0.07586879
11,-0.08281494,-0.01104408,0.009657044,0.050840568,-0.12790273,0.059255272,-0.0685317,0.019610772,0.13294837,-0.12581506,-0.0056613735,0.105121024,-0.09832768,0.03666158,0.085641146,-0.063795485,0.07086371,-0.16348867,-0.01832662,-0.1190754
12,-0.08026355,0.058720954,-0.031143852,0.068672836,-0.09950243,-0.032237504,-0.02626258,0.061178625,-0.03499699,-0.059773013,0.060083333,0.073247254,0.03501296,0.04347369,0.07755339,0.030902872,0.08950825,-0.10344742,0.03203531,-0.078645974
13,-0.029950997,0.038109746,-0.046554033,-0.09746083,0.057195283,0.15907276,-0.22915846,0.13948059,0.035751622,0.042150676,0.03354594,0.015169238,0.031050518,-0.08247307,-0.031124918,0.009706435,0.07192117,0.113288336,0.024390237,0.117729716
14,0.06964526,-0.09615033,-0.046707,0.045043446,-0.11348913,0.064581595,-0.068805054,0.058242913,-0.026858125,-0.031113602,0.0951574,0.06536795,-0.05257088,0.046321508,0.06379623,0.08607394,0.09096276,0.04179273,-0.022284752,-0.037881833
15,0.118463434,-0.0308485,-0.1838516,0.035780694,-0.032347392,0.029835025,0.20033064,0.22960755,0.24900402,0.14694071,0.056963716,0.1028122,0.06635055,-0.0042061843,0.28300375,-0.004728267,0.28125852,0.18296911,-0.12030697,-0.08137384
16,0.025119934,0.06433296,-0.08716221,0.08773924,-0.14046131,0.058018655,0.112191096,0.08225444,0.18754598,-0.08060213,0.14660488,0.13964523,-0.0048064985,0.13260034,0.18038444,0.103913605,0.060401578,-0.15533583,0.023763807,-0.10228681
17,-0.0568182,0.04051116,-0.01515054,0.026378945,-0.066091046,-0.058965854,0.027311202,0.1260359,0.014103816,-0.053929076,0.042414185,0.07781256,-0.05299271,0.055237163,0.052677345,0.10816969,0.13368046,-0.013179593,0.07179471,-0.08933303
18,-0.0013799563,-0.036353327,-0.13399766,0.084361345,-0.09453156,0.042636476,0.1163985,0.20042223,0.24721603,-0.08230783,0.08456546,-0.0026055002,0.004494311,0.2201327,0.0501076,-0.03663371,0.14967252,0.24018918,0.1287841,-0.2247948
19,0.011603342,0.021589227,-0.10939584,0.0894826,-0.14875868,0.09945552,0.020091766,0.08166604,0.119267166,-0.13434982,0.10160357,0.15636268,0.008308693,0.12948477,0.07661201,-0.014072085,-0.0008558068,0.017771034,0.007118678,-0.23250738
20,0.09174271,0.1924232,-0.18946712,0.11252998,-0.039788544,-0.009592281,0.092655875,0.19975406,0.1617215,0.06927683,0.31467062,0.069518276,-0.05513818,0.10708327,0.11071547,0.09686463,0.16410995,-0.043328367,0.35853976,-0.13820189
21,0.14622499,0.11755562,-0.12841731,0.027508829,0.057977863,0.050206557,-0.0075484137,0.09630979,0.09125013,0.023454912,0.066361316,-0.11768943,-0.014028181,0.15463841,0.14358258,-0.072888575,0.18140642,0.15467106,0.12550144,-0.066063784
22,-0.13524668,-0.12749542,-0.03326741,0.021047004,-0.04065852,0.099874325,-0.04160162,0.031754132,0.18294418,-0.073597126,0.015194097,0.03998508,0.041882712,0.061117485,0.18034072,-0.041409366,0.07781749,-0.07235117,0.013544843,-0.044250086
23,-0.16121303,-0.028230993,0.013303108,0.07717138,-0.1468712,0.035051525,0.04508091,0.011524733,0.0152840875,-0.114412315,0.07277914,0.10978008,-0.004200506,0.17530347,0.017978854,0.07310513,0.17964804,-0.024125861,0.15797913,-0.05825782
24,-0.15441367,-0.041395657,0.029942963,0.09116769,-0.15331241,0.0057629584,-0.12566227,-0.0069516543,0.15621519,0.02957739,-0.08861221,0.08309919,0.07518937,-0.024183972,0.08487859,-0.079169266,0.037937723,-0.028390622,-0.16495045,-0.026791932
25,0.020175865,0.017801482,-0.051283162,-0.055432763,0.088792734,0.064641744,0.0040478418,0.03672259,0.08428684,0.07388681,0.11778295,-0.0055421744,-0.011192414,0.006440073,0.1419336,0.05017095,0.123934776,0.16705662,0.026589941,-0.013130615
26,-0.13061099,-0.004442581,0.023365438,-0.012410706,-0.0021998761,0.0035294662,-0.029739127,-0.039444458,0.025003368,-0.063042425,-0.06878248,0.10512922,-0.027250214,-0.004607442,-0.03815094,0.099918514,-0.070590064,-0.057719536,-0.08575554,-0.014977671
27,0.029960262,-0.09237688,-0.15096727,-0.01300497,-0.037775744,-0.052581917,0.01331281,0.07724102,0.050133083,0.02431828,0.035909243,-0.08464088,-0.13478985,0.013239781,-0.03876527,0.014554945,0.0504202,0.0142202815,0.06943996,-0.03762681
28,-0.05621819,-0.18788114,-0.009377015,0.15727043,-0.062440246,0.14713787,-0.025712017,0.090355754,0.044682,-0.19473775,0.07985949,0.08708052,0.22374837,0.092290044,0.20045482,0.14038444,0.06840386,-0.0695066,-0.13825873,-0.11957395
29,0.018004462,-0.030501591,-0.02937756,-0.02697931,0.02766495,-0.009514033,0.014678711,-0.028079469,0.011748263,-0.027090238,-0.02218565,-0.014497077,0.025853382,-0.02412675,-0.02313713,-0.025287446,0.01673727,0.024210207,0.02988001,-0.006456755
30,-0.020910306,-0.026179519,0.021332877,0.33139274,-0.19826454,0.11810384,-0.09107154,0.11339981,0.18136576,-0.011009277,0.026617799,0.17664187,-0.045404032,0.21322912,0.15942736,0.09600998,0.061731074,0.026361063,-0.0020884357,-0.21136582
31,-0.10653755,-0.23320872,-0.1877017,0.10592143,-0.1529497,0.1336181,-0.046754777,0.11571431,0.18693857,-0.4267504,-0.019987764,0.13106741,0.30851287,0.26515904,0.19342436,0.028072614,0.10050321,-0.026057903,-0.1954521,-0.25649655
32,0.1523352,-0.17025992,0.008369178,0.023456806,0.09241046,0.12613665,0.020807939,0.02579294,0.15023138,0.133272,0.18817174,-0.17300309,0.07802835,0.1088185,0.21066988,0.12750807,0.21736631,0.037886556,0.020447042,0.0040316596
