,5.0,6.0,6.999999999999999,7.0,7.000000000000001,7.144906639094979,7.29434499593165,7.294344995931651,7.2943449959316515,7.294344995931652,7.294344995931653,8.0,9.0,10.0
predicted rating group,5.0,6.0,6.999999999999999,7.0,7.000000000000001,7.144906639094979,7.29434499593165,7.294344995931651,7.2943449959316515,7.294344995931652,7.294344995931653,8.0,9.0,10.0
no of predictions in group,2.0,2.0,1.0,6.0,1.0,1.0,2.0,6.0,34.0,10.0,1.0,8.0,2.0,4.0
average,8.647172497965826,7.2943449959316515,6.0,7.882390832655275,7.2943449959316515,7.2943449959316515,6.647172497965826,6.514781665310551,7.382466615612885,6.667737998372661,9.0,7.448586248982913,7.0,7.823586248982913
std,1.3528275020341742,0.0,0.0,1.7519017042110547,0.0,0.0,0.6471724979658258,1.1554693822099018,1.5577068212479876,2.012276708836684,0.0,0.833924529787283,1.0,1.8956174283445897
mse,15.132009480178304,1.675328968493307,0.9999999999999982,3.847773162771668,0.08663897663000343,0.022331822494044563,0.8376644842466512,1.9428284796735948,2.4342159608177534,4.44189388231649,2.909258992903392,0.9994872461916753,5.0,8.330142250260025
rmse,3.8899883650440787,1.2943449959316515,0.9999999999999991,1.9615741542882512,0.29434499593165064,0.14943835683667217,0.9152401238181438,1.3938538229217563,1.5601974108483045,2.107580101043965,1.7056550040683467,0.9997435902228508,2.23606797749979,2.886198581224103
mae,3.6471724979658258,1.2943449959316515,0.9999999999999991,1.5490574993219421,0.29434499593165064,0.14943835683667217,0.6471724979658258,1.0147816653105506,0.8563813238883836,1.2500000000000004,1.7056550040683467,0.8014137510170871,2.0,2.176413751017087
